MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,EQ,FINEORG,FINE ORGANIC IND. LTD.,      3000.85,      3034.00,      3034.00,      2961.30,      2974.60,                 88583708.60,29666,N, ,5876,      3568.80,      1854.00
N,EQ,FINPIPE,FINOLEX INDUSTRIES LTD,       168.10,       169.20,       174.40,       169.20,       172.90,                140850823.40,817041,N, ,11254,       714.90,       135.65
N,EQ,FLFL,FUT LIFESTYLE FASH LTD,        67.25,        66.90,        71.30,        64.10,        65.45,                 34485527.75,515841,N, ,5008,       169.50,        46.50
N,EQ,FLUOROCHEM,GUJARAT FLUOROCHEM LTD,      1038.70,      1048.40,      1099.40,      1015.00,      1084.70,                509257347.70,476158,N, ,15586,      1099.40,       335.00
N,EQ,FMGOETZE,FEDERAL-MOGUL GOETZE (IND,       327.70,       335.00,       343.70,       334.00,       336.95,                143496379.45,425609,N, ,9106,       465.00,       246.10
N,EQ,FMNL,FUTURE MKT NETWORKS LTD,        16.40,        16.90,        17.20,        16.10,        16.15,                  2759762.60,167950,N, ,506,        32.55,        11.55
N,SM,FOCUS,FOCUS LIGHTG & FIXTRS LTD,        24.85,        26.05,        26.05,        26.05,        26.05,                   156300.00,6000,N, ,2,        26.05,        16.55
N,EQ,FORCEMOT,FORCE MOTORS LIMITED,      1189.30,      1201.00,      1237.80,      1201.00,      1214.40,                 67526062.55,55417,N, ,4686,      1559.95,       871.05
N,EQ,FORTIS,FORTIS HEALTHCARE LTD,       226.95,       228.20,       238.85,       227.25,       236.25,               1594687323.05,6820060,N, ,41882,       242.10,       116.35
N,EQ,FOSECOIND,FOSECO INDIA LTD,      1435.55,      1450.00,      1450.00,      1418.00,      1424.95,                  3874096.00,2703,N, ,545,      1500.00,       998.00
N,EQ,FRETAIL,FUTURE RETAIL LIMITED,        55.10,        55.30,        57.45,        52.15,        53.20,                416165360.65,7695021,N, ,34370,       167.90,        40.55
N,EQ,FSC,FUTURE SUPP CHAIN SOL LTD,        86.60,        90.00,        93.35,        83.65,        86.00,                 22920704.55,260745,N, ,3565,       222.00,        60.05
N,EQ,FSL,FIRSTSOURCE SOLU. LTD.,       148.20,       150.00,       154.35,       148.70,       152.30,                477638864.80,3143785,N, ,22836,       154.35,        35.20
N,EQ,GABRIEL,GABRIEL INDIA LTD,       128.70,       131.00,       134.80,       129.00,       130.80,                295810058.40,2234384,N, ,22324,       134.95,        76.10
N,EQ,GAEL,GUJARAT AMBUJA EXPORTS LT,       163.00,       161.00,       173.70,       160.45,       169.30,                416353916.90,2455749,N, ,28337,       226.20,       103.60
N,EQ,GALAXYSURF,GALAXY SURFACTANTS LTD,      2974.95,      3024.95,      3062.15,      3003.10,      3036.35,                112201971.50,36983,N, ,5147,      3294.70,      1286.10
N,EQ,GALLANTT,GALLANTT METAL LIMITED,        59.35,        60.30,        61.35,        59.05,        59.85,                  2903238.20,48176,N, ,1402,        71.25,        26.15
N,EQ,GALLISPAT,GALLANTT ISPAT LTD,        47.95,        48.50,        49.50,        47.95,        48.90,                  4356805.20,89607,N, ,984,        60.30,        22.80
N,EQ,GAMMNINFRA,GAMMON INFRA PROJ LTD.,         1.75,         1.80,         1.80,         1.80,         1.80,                   929381.40,516323,N, ,230,         1.80,          .45
N,EQ,GANDHITUBE,GANDHI SPL. TUBES LTD,       338.90,       338.90,       338.90,       328.00,       330.25,                  5314539.25,15951,N, ,1189,       342.00,       169.05
N,EQ,GANECOS,GANESHA ECOSPHERE LIMITED,       555.90,       556.00,       572.25,       556.00,       560.50,                 29288444.15,52071,N, ,1630,       688.50,       180.00
N,EQ,GANESHHOUC,GANESH HOUSING CORP LTD,        91.35,        95.90,        95.90,        86.80,        94.10,                 40659496.15,436674,N, ,3298,        95.90,        21.05
N,SM,GANGAFORGE,GANGA FORGING LIMITED,        80.35,        80.30,        81.00,        80.30,        80.85,                  2582400.00,32000,N, ,4,        81.00,         9.50
N,EQ,GANGESSECU,GANGES SECURITIES LIMITED,        73.05,        74.65,        74.70,        70.80,        73.65,                  1285454.00,17516,N, ,160,        82.10,        25.30
N,EQ,GARFIBRES,GARWARE TECH FIBRES LTD,      2892.80,      2960.00,      2967.00,      2905.65,      2957.85,                 59070909.00,20083,N, ,3409,      2967.00,      1296.75
N,EQ,GATI,GATI LIMITED,       124.00,       127.00,       130.50,       126.25,       128.95,                315788280.95,2453577,N, ,22087,       134.90,        41.50
N,EQ,GAYAPROJ,GAYATRI PROJECTS LTD,        35.00,        36.10,        36.80,        35.10,        36.20,                 27962208.30,777238,N, ,3195,        48.65,        15.20
N,EQ,GDL,GATEWAY DISTRIPARKS LTD.,       301.15,       303.90,       304.00,       296.35,       297.15,                 70280244.65,234505,N, ,9909,       313.70,        79.00
N,EQ,GEECEE,GEECEE VENTURES LIMITED,       111.25,       111.20,       118.70,       110.65,       117.25,                  3162484.10,27332,N, ,533,       122.70,        58.30
N,EQ,GEEKAYWIRE,GEEKAY WIRES LIMITED,        90.60,        89.00,        91.95,        89.00,        89.40,                  1032582.75,11529,N, ,207,       102.30,        57.15
N,EQ,GENCON,GENERIC ENG CONS PROJ LTD,        44.95,        46.35,        46.35,        44.55,        44.80,                  1691012.50,37450,N, ,353,        68.00,        41.10
N,EQ,GENESYS,GENESYS INTL CORPN LTD,       101.25,       101.90,       111.35,       100.15,       111.05,                 14340659.45,133825,N, ,1494,       112.00,        27.50
N,EQ,GENUSPAPER,GENUS P&B LIMITED,         9.40,         9.45,         9.65,         9.10,         9.40,                  4061649.50,435423,N, ,862,        11.00,         4.25
N,EQ,GENUSPOWER,GENUS POWER INFRASTRU LTD,        52.15,        52.75,        54.50,        52.20,        53.75,                 38894220.75,723767,N, ,3839,        61.85,        17.85
N,EQ,GEOJITFSL,GEOJIT FINANCIAL SER L,        71.30,        78.60,        81.80,        75.40,        79.05,                669365607.55,8502238,N, ,49434,        81.80,        21.85
N,EQ,GEPIL,GE POWER INDIA LIMITED,       307.75,       311.70,       336.80,       310.10,       328.60,                644357461.15,1963581,N, ,44336,       549.00,       177.10
N,EQ,GESHIP,THE GE SHPG.LTD,       423.95,       427.95,       427.95,       415.25,       417.55,                191057315.50,452655,N, ,19463,       445.00,       205.70
N,EQ,GET&D,GE T&D INDIA LIMITED,       138.05,       141.00,       142.00,       139.00,       140.15,                 47440609.15,337389,N, ,5454,       148.55,        67.00
N,EQ,GFLLIMITED,GFL LIMITED,        79.10,        79.75,        81.90,        78.30,        79.00,                 15659110.45,195129,N, ,2612,       127.80,        64.50
N,EQ,GHCL,GHCL LIMITED,       273.05,       275.10,       289.85,       275.10,       280.40,                229212560.95,808462,N, ,17608,       289.85,       128.70
N,EQ,GICHSGFIN,GIC HOUSING FINANCE LTD,       150.45,       152.00,       153.95,       147.60,       148.50,                184095862.95,1225864,N, ,12097,       153.95,        67.90
N,EQ,GILLANDERS,GILLANDERS ARBUTHNOT LTD,        45.30,        49.50,        49.50,        46.25,        48.80,                  1238939.25,25588,N, ,382,        51.10,        25.60
N,EQ,GILLETTE,GILLETTE INDIA LTD,      5658.45,      5690.00,      5853.15,      5661.05,      5807.65,                 97709726.05,16966,N, ,3819,      6200.00,      4805.00
N,EQ,GINNIFILA,GINNI FILAMENTS LTD,        30.00,        30.00,        30.45,        28.90,        29.85,                  6088050.25,205186,N, ,996,        33.95,         7.75
N,EQ,GIPCL,GUJ IND POW CO. LTD,        81.90,        82.25,        84.45,        82.25,        83.65,                 77575645.10,925867,N, ,6290,        94.70,        61.40
N,SM,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,        69.35,        65.90,        70.00,        65.90,        70.00,                   163080.00,2400,N, ,2,        93.50,        46.50
N,EQ,GISOLUTION,GI ENGINEERING SOLNS LTD,         3.15,         3.30,         3.30,         3.30,         3.30,                     2412.30,731,N, ,5,         3.35,         1.60
N,EQ,GKWLIMITED,GKW LIMITED,       601.00,       619.00,       619.00,       594.95,       600.25,                   589759.70,982,N, ,295,       730.00,       400.00
N,EQ,GLAND,GLAND PHARMA LIMITED,      3134.15,      3132.00,      3190.00,      3113.00,      3118.60,                380072244.65,120754,N, ,13367,      3514.85,      1700.00
N,EQ,GLAXO,GLAXOSMITHKLINE PHARMA LT,      1507.60,      1520.00,      1520.00,      1490.00,      1491.95,                 42058394.90,27995,N, ,3256,      1807.50,      1206.00
N,EQ,GLENMARK,GLENMARK PHARMACEUTICALS,       614.40,       614.45,       621.45,       613.00,       616.30,                642175943.40,1041338,N, ,21267,       640.00,       371.00
G,EQ,GLFL,GUJARAT LEASE FINANCING L,         2.25,         2.25,         2.25,         2.25,         2.25,                    24927.75,11079,N, ,15,         3.50,         1.90
N,EQ,GLOBAL,GLOBAL EDUCATION LIMITED,        53.65,        54.05,        56.30,        53.55,        53.90,                  2747675.90,50362,N, ,401,        77.50,        35.50
N,EQ,GLOBALVECT,GLOBAL VEC HELICORP LTD,        48.60,        50.80,        52.90,        48.85,        52.40,                  3303368.85,64527,N, ,939,        65.50,        41.65
N,EQ,GLOBUSSPR,GLOBUS SPIRITS LTD,       351.70,       358.70,       369.50,       355.10,       360.60,                391946263.60,1084293,N, ,36466,       422.25,        96.60
N,EQ,GMBREW,G M BREWERIES LTD,       524.15,       531.90,       628.95,       531.90,       628.95,                598408620.05,1023139,N, ,39324,       628.95,       363.65
N,EQ,GMDCLTD,GUJARAT MINERAL DEV CORP,        74.75,        75.25,        75.65,        74.00,        74.45,                128442878.20,1713330,N, ,8874,        83.35,        38.10
N,EQ,GMMPFAUDLR,GMM PFAUDLER LIMITED,      4844.45,      4844.00,      4866.25,      4772.85,      4778.85,                207041154.80,43169,N, ,7563,      6900.00,      3335.20
N,EQ,GMRINFRA,GMR INFRASTRUCTURE LTD.,        26.20,        26.20,        27.40,        26.20,        26.70,                474809420.55,17689975,N, ,28026,        29.95,        19.25
N,EQ,GNA,GNA AXLES LIMITED,       445.55,       449.15,       451.85,       436.60,       437.70,                 39723380.05,89963,N, ,4103,       467.05,       170.10
N,EQ,GNFC,GUJ NAR VAL FER & CHEM L,       385.15,       385.00,       391.85,       380.00,       381.50,                231327424.95,600734,N, ,15551,       422.40,       143.90
N,EQ,GOACARBON,GOA CARBON LIMITED,       377.00,       391.00,       414.70,       386.00,       414.70,                208899203.60,519558,N, ,12402,       414.70,       186.80
N,EQ,GOCLCORP,GOCL CORPORATION LIMITED,       249.75,       252.00,       286.80,       249.75,       279.25,                 66552761.15,243895,N, ,8115,       286.80,       153.00
N,EQ,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,       936.05,       950.00,       952.00,       930.00,       934.00,                 78408077.70,83092,N, ,6090,      1092.40,       841.50
N,EQ,GODREJAGRO,GODREJ AGROVET LIMITED,       563.20,       564.95,       565.00,       557.95,       560.50,                 79725521.25,142272,N, ,7984,       596.20,       372.00
N,EQ,GODREJIND,GODREJ INDUSTRIES LTD,       525.90,       527.75,       544.00,       526.05,       533.85,                162505762.75,303172,N, ,11057,       611.55,       345.00
N,EQ,GODREJPROP,GODREJ PROPERTIES LTD,      1408.95,      1417.00,      1426.00,      1400.70,      1403.80,                720070108.45,510046,N, ,19040,      1572.25,       782.35
N,EQ,GOKEX,GOKALDAS EXPORTS LTD.,       149.55,       151.50,       151.50,       143.00,       144.75,                 54640917.65,370921,N, ,6518,       153.80,        33.60
N,EQ,GOKUL,GOKUL REFOILS & SOLV LTD,        35.05,        35.05,        36.85,        35.00,        35.45,                 13856025.95,386844,N, ,2674,        38.75,        10.00
N,EQ,GOKULAGRO,GOKUL AGRO RESOURCES LTD,        45.10,        48.50,        48.85,        46.15,        47.30,                 41380983.05,870526,N, ,4982,        48.85,        11.30
N,EQ,GOLDENTOBC,GOLDEN TOBACCO LIMITED,        50.15,        51.70,        52.75,        50.30,        51.40,                  2053630.80,39975,N, ,483,        60.00,        19.95
N,EQ,GOLDIAM,GOLDIAM INTERNATIONAL LTD,       419.70,       422.75,       437.50,       414.90,       426.95,                 72502342.95,169606,N, ,7991,       467.95,        98.05
N,EQ,GOLDTECH,GOLDSTONE TECHNOLOGIES LT,        11.25,        12.20,        12.20,        11.25,        11.55,                   873858.15,75507,N, ,478,        17.30,         6.60
N,EQ,GOODLUCK,GOODLUCK INDIA LIMITED,       107.25,       108.15,       111.70,       107.00,       109.00,                 71326838.30,653596,N, ,8504,       121.00,        33.55
N,EQ,GOODYEAR,GOODYEAR INDIA LIMITED,       977.40,       987.70,      1017.00,       980.00,       992.95,                174890308.60,175299,N, ,16396,      1017.00,       826.70
N,EQ,GPIL,GODAWARI POW & ISP LTD,       965.30,       968.80,      1005.00,       968.80,       983.80,                246799064.35,249254,N, ,10105,      1129.90,       127.00
N,EQ,GPPL,GUJARAT PIPAVAV PORT LTD,       103.65,       105.00,       107.70,       103.95,       105.55,                364922615.40,3470872,N, ,16491,       117.90,        63.60
N,EQ,GPTINFRA,GPT INFRAPROJECTS LTD,        57.55,        58.90,        59.90,        56.00,        56.70,                  8832140.85,152261,N, ,1813,        63.70,        18.50
N,EQ,GRANULES,GRANULES INDIA LIMITED,       327.85,       329.90,       330.00,       326.05,       328.50,                677848076.85,2064904,N, ,26182,       437.95,       179.30
N,EQ,GRAPHITE,GRAPHITE INDIA LTD,       757.70,       764.30,       787.00,       754.00,       780.20,               1964710674.70,2535711,N, ,57771,       815.90,       161.80
N,EQ,GRAVITA,GRAVITA INDIA LIMITED,       102.10,       103.00,       109.90,       101.65,       109.15,                 59358534.10,550182,N, ,9406,       122.65,        34.25
N,EQ,GREAVESCOT,GREAVES COTTON LTD.,       129.20,       130.20,       131.70,       129.00,       129.60,                102969458.05,793270,N, ,17291,       157.90,        66.00
N,EQ,GREENLAM,GREENLAM INDUSTRIES LTD.,      1215.55,      1233.00,      1260.00,      1198.60,      1205.45,                  7085525.40,5786,N, ,863,      1358.85,       601.40
N,EQ,GREENPANEL,GREENPANEL INDUSTRIES LTD,       249.55,       252.40,       258.10,       237.30,       252.55,                124224689.75,500332,N, ,8014,       268.00,        26.35
N,EQ,GREENPLY,GREENPLY INDUSTRIES LTD,       203.65,       207.00,       209.65,       205.00,       208.10,                118559134.95,570470,N, ,9637,       224.65,        73.50
N,EQ,GREENPOWER,ORIENT GREEN POWER CO LTD,         2.40,         2.40,         2.60,         2.40,         2.60,                 16353496.15,6386763,N, ,3026,         3.60,         1.65
N,EQ,GRINDWELL,GRINDWELL NORTON LIMITED,      1202.15,      1204.00,      1229.00,      1190.40,      1199.95,                 67823929.40,56420,N, ,4583,      1305.00,       476.45
N,EQ,GROBTEA,THE GROB TEA COMPANY LTD,       968.55,      1000.00,      1000.00,       957.45,       982.00,                  3247571.85,3337,N, ,1173,      1134.80,       361.00
N,EQ,GRPLTD,GRP LIMITED,      1077.70,      1089.95,      1180.00,      1060.00,      1072.15,                  4784942.25,4305,N, ,417,      1180.00,       584.20
N,EQ,GRSE,GARDEN REACH SHIP&ENG LTD,       184.85,       186.45,       206.00,       186.00,       203.55,                557785594.40,2820030,N, ,34769,       243.00,       150.00
N,EQ,GSCLCEMENT,GUJARAT SIDHEE CEM. LTD.,        40.70,        41.00,        41.50,        40.50,        40.65,                 18484404.45,450346,N, ,2348,        45.50,        25.30
N,EQ,GSFC,GUJ STATE FERT & CHEM LTD,       111.75,       112.75,       115.90,       111.50,       115.15,                291347607.15,2545543,N, ,19833,       125.00,        50.00
N,EQ,GSPL,GUJARAT STATE PETRO LTD,       308.10,       312.00,       313.95,       304.00,       306.00,                830670531.40,2697827,N, ,45639,       313.95,       177.40
N,EQ,GSS,GSS INFOTECH LIMITED,        65.40,        66.00,        69.50,        65.40,        69.15,                 18795967.05,275265,N, ,2571,        76.40,        20.85
N,EQ,GTL,GTL LTD,        11.15,        11.70,        11.70,        11.70,        11.70,                   365788.80,31264,N, ,104,        11.70,         2.00
N,EQ,GTLINFRA,GTL INFRA.LTD,         1.10,         1.05,         1.05,         1.05,         1.05,                 12027050.70,11454334,N, ,7983,         1.30,          .45
G,EQ,GTNTEX,GTN TEXTILES LIMITED,         6.25,         6.25,         6.55,         6.25,         6.55,                    14357.25,2247,N, ,12,         8.00,         4.75
N,EQ,GTPL,GTPL HATHWAY LIMITED,       169.20,       175.00,       177.85,       169.35,       173.15,                 45570032.30,264715,N, ,4743,       179.80,        52.50
N,EQ,GUFICBIO,GUFIC BIOSCIENCES LTD.,       190.70,       191.00,       191.60,       185.65,       186.35,                 96156629.20,513460,N, ,10244,       215.95,        60.60
N,EQ,GUJALKALI,GUJARAT ALKALIES & CHEM,       404.15,       404.75,       409.75,       404.05,       407.55,                139642721.55,343427,N, ,6326,       469.40,       304.65
N,EQ,GUJAPOLLO,GUJ. APOLLO IND. LTD.,       223.15,       233.00,       238.50,       226.25,       232.90,                  6964642.85,29820,N, ,1154,       265.55,       143.00
N,EQ,GUJGASLTD,GUJARAT GAS LIMITED,       589.75,       599.80,       616.00,       590.00,       607.55,               2160916331.50,3548832,N, ,72924,       616.00,       270.05
N,EQ,GULFOILLUB,GULF OIL LUB. IND. LTD.,       699.25,       719.90,       745.00,       715.00,       723.65,                456091095.10,625189,N, ,23823,       842.00,       563.05
N,EQ,GULFPETRO,GP PETROLEUMS LIMITED,        64.65,        67.00,        77.55,        66.50,        74.85,                279234151.75,3784912,N, ,21416,        77.55,        33.00
N,EQ,GULPOLY,GULSHAN POLYOLS LIMITED,       165.05,       167.50,       174.65,       162.70,       172.80,                 49458420.10,291655,N, ,3840,       185.00,        32.15
N,EQ,HAL,HINDUSTAN AERONAUTICS LTD,      1062.45,      1068.90,      1074.70,      1054.00,      1065.35,                234100736.50,219592,N, ,12577,      1423.00,       619.00
N,EQ,HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,       901.60,       905.90,       909.80,       890.00,       894.75,               1377225684.20,1532649,N, ,46352,       918.45,       307.00
N,EQ,HARRMALAYA,HARRISON MALAYALAM LTD,       198.95,       202.65,       208.95,       198.40,       200.75,                100206575.00,490425,N, ,18339,       208.95,        61.65
N,EQ,HATHWAY,HATHWAY CABLE & DATACOM,        25.90,        26.15,        27.25,        25.90,        26.85,                479282487.90,18096404,N, ,22619,        57.30,        20.55
N,EQ,HATSUN,HATSUN AGRO PRODUCT LTD.,       857.05,       859.00,       879.00,       854.00,       860.25,                 26235106.75,30471,N, ,2758,      1072.30,       552.05
N,EQ,HBLPOWER,HBL POWER SYSTEMS LTD.,        44.10,        44.60,        45.95,        44.35,        44.60,                 58735331.75,1302114,N, ,7474,        48.25,        13.50
N,EQ,HBSL,HB STOCKHOLDINGS LIMITED,        17.15,        16.80,        18.15,        16.50,        17.95,                   276152.35,15599,N, ,175,        19.95,         4.75
N,EQ,HCC,HINDUSTAN CONSTRUCTION CO,        10.45,        10.55,        10.95,        10.45,        10.95,                 84028815.50,7809233,N, ,5871,        11.55,         4.60
N,EQ,HCG,HEALTHCARE GLOB. ENT. LTD,       186.15,       187.00,       189.50,       183.15,       185.10,                 17869587.45,95706,N, ,1890,       204.55,       106.95
N,EQ,HCL-INSYS,HCL INFOSYSTEMS LTD,        11.20,        11.45,        12.30,        11.25,        12.30,                 35390731.05,2920418,N, ,5349,        12.30,         7.05
N,EQ,HEG,HEG LTD,      2248.95,      2269.45,      2390.00,      2238.00,      2369.80,               2288919417.35,979448,N, ,57733,      2580.00,       659.00
N,EQ,HEIDELBERG,HEIDELBERGCEMENT (I) LTD,       250.10,       252.00,       255.65,       249.50,       254.75,                106691921.65,422093,N, ,12440,       284.95,       165.00
N,EQ,HEMIPROP,HEMISPHERE PROP IND LTD,       147.10,       152.00,       161.80,       151.00,       161.80,                954781538.60,6023263,N, ,34597,       161.80,        54.40
N,EQ,HERANBA,HERANBA INDUSTRIES LTD,       767.15,       774.00,       787.85,       765.10,       780.70,                413603879.90,531057,N, ,17246,       945.00,       602.10
N,EQ,HERCULES,HERCULES HOI. LTD.,       134.75,       134.00,       137.90,       133.40,       134.10,                 10174604.00,75467,N, ,1795,       144.50,        64.90
N,EQ,HERITGFOOD,HERITAGE FOODS LTD,       400.60,       406.00,       440.00,       401.65,       428.70,                650595384.60,1560334,N, ,37727,       440.00,       239.05
N,EQ,HESTERBIO,HESTER BIOSCIENCES LTD,      2679.30,      2697.90,      2832.00,      2670.30,      2758.30,                 74224119.00,26863,N, ,4499,      3134.00,      1155.60
N,EQ,HEXATRADEX,HEXA TRADEX LIMITED,       120.50,       121.00,       124.45,       118.10,       119.80,                  4885087.80,39924,N, ,448,       129.00,        31.95
N,EQ,HFCL,HFCL LIMITED,        46.25,        47.50,        49.70,        47.20,        48.20,               1521126547.85,31253318,N, ,63204,        51.40,        11.30
N,EQ,HGINFRA,H.G.INFRA ENGINEERING LTD,       419.85,       426.80,       435.75,       417.80,       423.85,                176014292.95,414262,N, ,11494,       435.75,       170.30
N,EQ,HGS,HINDUJA GLOBAL SOLS. LTD.,      2251.60,      2336.85,      2490.00,      2235.05,      2406.20,                749542836.05,315549,N, ,24070,      2490.00,       570.15
N,EQ,HIKAL,HIKAL LIMITED,       442.65,       454.30,       520.80,       448.65,       502.80,               2083247777.35,4236207,N, ,99069,       520.80,       111.00
N,EQ,HIL,HIL LIMITED,      4641.65,      4655.00,      4730.00,      4608.00,      4624.90,                 65861716.30,14182,N, ,2861,      5170.00,       953.80
N,EQ,HIMATSEIDE,HIMATSINGKA SEIDE LTD,       168.05,       169.75,       172.75,       168.40,       169.35,                 32979811.30,193682,N, ,4863,       184.90,        53.60
N,EQ,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,       309.45,       314.40,       314.90,       308.30,       311.80,                  2355309.65,7567,N, ,473,       387.80,       141.60
N,SM,HINDCON,HINDCON CHEMICALS LIMITED,        34.30,        36.00,        36.00,        35.90,        36.00,                  1007600.00,28000,N, ,7,        42.95,         8.25
N,EQ,HINDCOPPER,HINDUSTAN COPPER LTD,       159.00,       161.60,       164.75,       160.50,       161.35,                674262771.75,4152826,N, ,25437,       196.75,        28.00
N,EQ,HINDMOTORS,HINDUSTAN MOTORS LIMITED,         7.95,         8.25,         8.25,         8.00,         8.10,                  2032936.25,251458,N, ,749,        10.00,         4.65
N,EQ,HINDNATGLS,HIND NATL GLASS & IND LTD,        35.05,        36.05,        37.00,        35.05,        35.25,                  1145315.30,32274,N, ,311,        48.30,        22.50
N,EQ,HINDOILEXP,HINDUSTAN OIL EXPLORATION,       104.70,       106.00,       110.20,       105.50,       107.20,                175073761.55,1621065,N, ,13273,       124.80,        60.35
N,EQ,HIRECT,HIND RECTIFIER LIMITED,       148.80,       149.20,       171.80,       147.00,       164.45,                 94987256.90,580262,N, ,10383,       180.15,       108.50
N,EQ,HISARMETAL,HISAR METAL IND. LIMITED,       113.65,       114.65,       116.20,       112.00,       114.30,                  1788720.65,15626,N, ,287,       143.65,        55.50
N,EQ,HITECH,HI-TECH PIPES LIMITED,       427.80,       420.00,       439.25,       420.00,       431.25,                 74606765.60,172800,N, ,7248,       445.85,        76.55
N,EQ,HITECHCORP,HITECH CORPORATION LTD,       173.70,       175.55,       179.00,       174.25,       178.05,                  1714805.80,9691,N, ,174,       192.00,        66.20
N,EQ,HITECHGEAR,THE HI-TECH GEARS LIMITED,       238.60,       238.65,       241.00,       234.00,       236.15,                  4427637.80,18677,N, ,684,       260.00,        95.45
N,EQ,HLEGLAS,HLE GLASCOAT LIMITED,      3380.90,      3449.00,      3515.00,      3160.05,      3371.00,                 75678917.90,22218,N, ,3524,      3520.00,      1755.00
N,EQ,HLVLTD,HLV LIMITED,        10.85,        11.40,        11.90,        11.35,        11.90,                 49445107.80,4204491,N, ,6064,        11.90,         4.20
N,EQ,HMVL,HINDUSTAN MEDIA VENT LTD,        89.25,        91.95,        91.95,        89.00,        90.40,                  3762991.30,41722,N, ,721,       106.70,        40.00
N,EQ,HNDFDS,HINDUSTAN FOODS LIMITED,      2099.45,      2101.10,      2139.00,      2065.00,      2081.35,                 32478641.60,15479,N, ,2597,      2578.00,       481.65
N,EQ,HOMEFIRST,HOME FIRST FIN CO IND LTD,       570.15,       570.50,       577.40,       561.85,       563.75,                 86537191.65,151941,N, ,8037,       640.00,       440.00
N,EQ,HONAUT,HONEYWELL AUTOMATION IND,     41927.15,     42200.00,     42209.95,     41367.00,     41526.75,                143929173.35,3456,N, ,1955,     49990.00,     26066.00
N,EQ,HONDAPOWER,HONDA I POWER PRODUCT LTD,      1084.55,      1090.00,      1090.00,      1071.00,      1084.15,                  9716551.05,8984,N, ,1212,      1243.90,       915.00
G,EQ,HOTELRUGBY,HOTEL RUGBY LTD,         1.55,         1.60,         1.60,         1.60,         1.60,                     6280.00,3925,N, ,5,         1.85,          .95
N,EQ,HOVS,HOV SERVICES LTD,        52.90,        54.90,        55.50,        51.00,        54.00,                  1603268.60,30177,N, ,668,        60.50,        28.10
N,EQ,HPL,HPL ELECTRIC & POWER LTD,        54.60,        56.00,        56.40,        55.35,        55.65,                 13659110.15,244491,N, ,1668,        64.70,        24.80
N,EQ,HSCL,HIMADRI SPECIALITY CHEM L,        51.15,        51.65,        53.05,        51.20,        52.05,                390435083.55,7485218,N, ,20427,        63.90,        37.50
N,EQ,HSIL,HSIL LIMITED,       227.95,       228.00,       237.00,       227.60,       231.45,                 50424681.10,216520,N, ,6171,       247.90,        47.95
N,EQ,HTMEDIA,HT MEDIA LIMITED,        25.95,        25.95,        26.95,        25.65,        26.25,                  7714789.15,290248,N, ,1534,        30.60,        11.25
N,EQ,HUBTOWN,HUBTOWN LIMITED,        23.65,        24.50,        24.80,        24.50,        24.80,                  1684100.30,67939,N, ,212,        24.80,         9.50
N,EQ,HUDCO,HSG & URBAN DEV CORPN LTD,        51.05,        51.45,        52.70,        51.10,        51.35,                324807719.00,6269050,N, ,17511,        54.90,        23.45
N,EQ,HUHTAMAKI,HUHTAMAKI INDIA LIMITED,       301.10,       304.95,       305.00,       296.05,       299.60,                 45550786.15,151662,N, ,4317,       352.15,       186.10
N,SM,HUSYSLTD,HUSYS CONSULTING LTD.,        80.50,        80.00,        80.00,        80.00,        80.00,                   160000.00,2000,N, ,1,       131.85,        20.50
N,EQ,IBREALEST,INDIABULLS REAL EST. LTD,       112.75,       114.00,       117.90,       111.55,       112.35,               2257883705.40,19709085,N, ,90453,       125.50,        44.50
N,EQ,IBULHSGFIN,INDIABULLS HSG FIN LTD,       261.35,       263.50,       263.70,       246.40,       247.80,               7484869381.40,29597092,N, ,195853,       272.75,       127.75
N,EQ,ICEMAKE,ICE MAKE REFRIGERAT LTD,        81.40,        86.95,        86.95,        81.40,        83.65,                  7214486.60,85643,N, ,976,       120.20,        58.05
N,EQ,ICIL,INDO COUNT INDUSTRIES LTD,       152.55,       153.00,       159.85,       152.00,       158.10,                154125437.45,978656,N, ,10982,       171.80,        34.55
N,EQ,ICRA,ICRA LIMITED,      3202.15,      3227.80,      3294.70,      3202.90,      3229.65,                 32394614.35,9947,N, ,2532,      3984.70,      2455.00
N,EQ,IDBI,IDBI BANK LIMITED,        39.35,        39.60,        39.80,        38.70,        39.30,                523350050.10,13304074,N, ,23558,        56.20,        26.35
N,EQ,IDEA,VODAFONE IDEA LIMITED,         9.75,        10.00,        10.25,         9.95,        10.10,               2625357304.30,259698765,N, ,184297,        13.80,         7.00
N,EQ,IDFC,IDFC LIMITED,        57.10,        57.35,        57.60,        56.60,        57.15,                225795968.20,3962343,N, ,14996,        60.25,        16.60
N,EQ,IDFCFIRSTB,IDFC FIRST BANK LIMITED,        59.80,        60.30,        60.80,        60.00,        60.40,               1284409267.20,21273020,N, ,62162,        69.30,        23.00
